id,user_id,type,date,duration,length
2529,10577,text,2024-01-12 10:32:51.589289732,,23.0
2530,12060,text,2024-01-12 10:39:22.559063976,,55.0
2531,12619,call,2024-01-12 10:45:53.528838220,6.84,
2532,13178,text,2024-01-12 10:52:24.498612465,,56.0
2533,10362,text,2024-01-12 10:58:55.468386709,,62.0
2534,11288,call,2024-01-12 11:05:26.438160954,1.46,
2535,11940,call,2024-01-12 11:11:57.407935198,2.46,
2536,11960,text,2024-01-12 11:18:28.377709442,,41.0
2537,13179,call,2024-01-12 11:24:59.347483687,7.11,
2538,10832,text,2024-01-12 11:31:30.317257931,,25.0
2539,12515,call,2024-01-12 11:38:01.287032175,3.4,
2540,12736,text,2024-01-12 11:44:32.256806420,,54.0
2541,12884,text,2024-01-12 11:51:03.226580664,,29.0
2542,10267,text,2024-01-12 11:57:34.196354908,,75.0
2543,12282,call,2024-01-12 12:04:05.166129153,3.27,
2544,10916,call,2024-01-12 12:10:36.135903397,0.21,
2545,11852,text,2024-01-12 12:17:07.105677641,,55.0
2546,11647,text,2024-01-12 12:23:38.075451886,,45.0
2547,11830,text,2024-01-12 12:30:09.045226130,,53.0
2548,12262,text,2024-01-12 12:36:40.015000374,,84.0
2549,10455,text,2024-01-12 12:43:10.984774619,,54.0
2550,11301,text,2024-01-12 12:49:41.954548863,,46.0
2551,12649,text,2024-01-12 12:56:12.924323108,,29.0
2552,12386,text,2024-01-12 13:02:43.894097352,,40.0
2553,12872,call,2024-01-12 13:09:14.863871596,3.67,
2554,10718,call,2024-01-12 13:15:45.833645841,2.15,
2555,11188,text,2024-01-12 13:22:16.803420085,,79.0
2556,11064,call,2024-01-12 13:28:47.773194329,2.17,
2557,11236,text,2024-01-12 13:35:18.742968574,,36.0
2558,12162,text,2024-01-12 13:41:49.712742818,,41.0
2559,11484,call,2024-01-12 13:48:20.682517062,0.99,
2560,13206,text,2024-01-12 13:54:51.652291307,,68.0
2561,11368,call,2024-01-12 14:01:22.622065551,14.87,
2562,12080,text,2024-01-12 14:07:53.591839795,,59.0
2563,10514,call,2024-01-12 14:14:24.561614040,8.62,
2564,13622,text,2024-01-12 14:20:55.531388284,,29.0
2565,13423,call,2024-01-12 14:27:26.501162529,1.12,
2566,12792,text,2024-01-12 14:33:57.470936773,,59.0
2567,10931,text,2024-01-12 14:40:28.440711017,,47.0
2568,11012,call,2024-01-12 14:46:59.410485262,0.93,
2569,10679,text,2024-01-12 14:53:30.380259506,,40.0
2570,10499,text,2024-01-12 15:00:01.350033750,,62.0
2571,11521,call,2024-01-12 15:06:32.319807995,0.23,
2572,11302,call,2024-01-12 15:13:03.289582239,5.15,
2573,13521,call,2024-01-12 15:19:34.259356483,0.59,
2574,13807,call,2024-01-12 15:26:05.229130728,5.35,
2575,10301,text,2024-01-12 15:32:36.198904972,,30.0
2576,13589,call,2024-01-12 15:39:07.168679216,0.26,
2577,12886,text,2024-01-12 15:45:38.138453461,,77.0
2578,10823,call,2024-01-12 15:52:09.108227705,2.44,
2579,11300,call,2024-01-12 15:58:40.078001950,1.94,
2580,12656,call,2024-01-12 16:05:11.047776194,5.34,
2581,11103,call,2024-01-12 16:11:42.017550438,13.73,
2582,11474,text,2024-01-12 16:18:12.987324683,,82.0
2583,10793,call,2024-01-12 16:24:43.957098927,8.91,
2584,12302,text,2024-01-12 16:31:14.926873171,,66.0
2585,11688,text,2024-01-12 16:37:45.896647416,,72.0
2586,11870,call,2024-01-12 16:44:16.866421660,3.88,
2587,13285,call,2024-01-12 16:50:47.836195904,4.72,
2588,12154,call,2024-01-12 16:57:18.805970149,20.44,
2589,13172,call,2024-01-12 17:03:49.775744393,0.17,
2590,10624,text,2024-01-12 17:10:20.745518637,,59.0
2591,11391,text,2024-01-12 17:16:51.715292882,,45.0
2592,11727,text,2024-01-12 17:23:22.685067126,,83.0
2593,12740,text,2024-01-12 17:29:53.654841371,,46.0
2594,10561,call,2024-01-12 17:36:24.624615615,13.69,
2595,13100,call,2024-01-12 17:42:55.594389859,2.14,
2596,10356,text,2024-01-12 17:49:26.564164104,,40.0
2597,12450,text,2024-01-12 17:55:57.533938348,,11.0
2598,11639,call,2024-01-12 18:02:28.503712592,2.89,
2599,11118,call,2024-01-12 18:08:59.473486837,3.74,
2600,11593,call,2024-01-12 18:15:30.443261081,3.1,
2601,13213,text,2024-01-12 18:22:01.413035325,,33.0
2602,13050,text,2024-01-12 18:28:32.382809570,,73.0
2603,10124,call,2024-01-12 18:35:03.352583814,4.48,
2604,13982,call,2024-01-12 18:41:34.322358058,2.42,
2605,11086,call,2024-01-12 18:48:05.292132303,0.5,
2606,10768,call,2024-01-12 18:54:36.261906547,1.4,
2607,11395,text,2024-01-12 19:01:07.231680792,,40.0
2608,12251,text,2024-01-12 19:07:38.201455036,,38.0
2609,12367,call,2024-01-12 19:14:09.171229280,3.58,
2610,12186,text,2024-01-12 19:20:40.141003525,,68.0
2611,11198,call,2024-01-12 19:27:11.110777769,5.17,
2612,13848,text,2024-01-12 19:33:42.080552013,,50.0
2613,11515,text,2024-01-12 19:40:13.050326258,,53.0
2614,12656,call,2024-01-12 19:46:44.020100502,16.0,
2615,11205,text,2024-01-12 19:53:14.989874746,,67.0
2616,12677,call,2024-01-12 19:59:45.959648991,7.48,
2617,13994,call,2024-01-12 20:06:16.929423235,7.82,
2618,12785,call,2024-01-12 20:12:47.899197479,0.49,
2619,10496,call,2024-01-12 20:19:18.868971724,2.32,
2620,13200,text,2024-01-12 20:25:49.838745968,,52.0
2621,11545,call,2024-01-12 20:32:20.808520212,0.77,
2622,11676,text,2024-01-12 20:38:51.778294457,,46.0
2623,10668,text,2024-01-12 20:45:22.748068701,,46.0
2624,11646,call,2024-01-12 20:51:53.717842946,16.99,
2625,11284,call,2024-01-12 20:58:24.687617190,13.07,
2626,13124,call,2024-01-12 21:04:55.657391434,1.33,
2627,13162,call,2024-01-12 21:11:26.627165679,14.06,
2628,13321,call,2024-01-12 21:17:57.596939923,02.08,
2629,11702,text,2024-01-12 21:24:28.566714167,,62.0
2630,13832,call,2024-01-12 21:30:59.536488412,2.37,
2631,11251,text,2024-01-12 21:37:30.506262656,,54.0
2632,10435,call,2024-01-12 21:44:01.476036900,16.82,
2633,12778,call,2024-01-12 21:50:32.445811145,1.58,
2634,11770,call,2024-01-12 21:57:03.415585389,0.27,
2635,10614,call,2024-01-12 22:03:34.385359633,25.15,
2636,13629,call,2024-01-12 22:10:05.355133878,5.11,
2637,11112,text,2024-01-12 22:16:36.324908122,,76.0
2638,12342,text,2024-01-12 22:23:07.294682367,,43.0
2639,10855,call,2024-01-12 22:29:38.264456611,6.36,
2640,13113,text,2024-01-12 22:36:09.234230855,,40.0
2641,10687,call,2024-01-12 22:42:40.204005100,0.8,
2642,13614,call,2024-01-12 22:49:11.173779344,5.44,
2643,12630,text,2024-01-12 22:55:42.143553588,,23.0
2644,12520,text,2024-01-12 23:02:13.113327833,,21.0
2645,11493,text,2024-01-12 23:08:44.083102077,,78.0
2646,10074,call,2024-01-12 23:15:15.052876321,9.34,
2647,13864,text,2024-01-12 23:21:46.022650566,,42.0
2648,10978,text,2024-01-12 23:28:16.992424810,,60.0
2649,10387,text,2024-01-12 23:34:47.962199054,,26.0
2650,11752,text,2024-01-12 23:41:18.931973299,,35.0
2651,11505,text,2024-01-12 23:47:49.901747543,,32.0
2652,10539,text,2024-01-12 23:54:20.871521788,,72.0
2653,10975,text,2024-01-13 00:00:51.841296032,,52.0
2654,10001,call,2024-01-13 00:07:22.811070276,3.16,
2655,13609,text,2024-01-13 00:13:53.780844521,,34.0
2656,10839,call,2024-01-13 00:20:24.750618765,0.23,
2657,11194,text,2024-01-13 00:26:55.720393009,,35.0
2658,13545,text,2024-01-13 00:33:26.690167254,,23.0
2659,12469,text,2024-01-13 00:39:57.659941498,,39.0
2660,11556,call,2024-01-13 00:46:28.629715742,3.86,
2661,12865,text,2024-01-13 00:52:59.599489987,,46.0
2662,12832,call,2024-01-13 00:59:30.569264231,1.1,
2663,12333,text,2024-01-13 01:06:01.539038475,,86.0
2664,12802,text,2024-01-13 01:12:32.508812720,,80.0
2665,10810,call,2024-01-13 01:19:03.478586964,6.19,
2666,13109,call,2024-01-13 01:25:34.448361209,2.54,
2667,10124,text,2024-01-13 01:32:05.418135453,,55.0
2668,12362,call,2024-01-13 01:38:36.387909697,4.43,
2669,13642,call,2024-01-13 01:45:07.357683942,3.94,
2670,10043,call,2024-01-13 01:51:38.327458186,3.82,
2671,12379,call,2024-01-13 01:58:09.297232430,6.33,
2672,13614,text,2024-01-13 02:04:40.267006675,,33.0
2673,11771,text,2024-01-13 02:11:11.236780919,,51.0
2674,12212,text,2024-01-13 02:17:42.206555163,,0.0
2675,13429,call,2024-01-13 02:24:13.176329408,2.58,
2676,13886,text,2024-01-13 02:30:44.146103652,,40.0
2677,12810,text,2024-01-13 02:37:15.115877896,,68.0
2678,13583,text,2024-01-13 02:43:46.085652141,,50.0
2679,10710,call,2024-01-13 02:50:17.055426385,2.46,
2680,11478,call,2024-01-13 02:56:48.025200629,2.41,
2681,13290,text,2024-01-13 03:03:18.994974874,,66.0
2682,10665,call,2024-01-13 03:09:49.964749118,0.36,
2683,12231,text,2024-01-13 03:16:20.934523363,,44.0
2684,11406,text,2024-01-13 03:22:51.904297607,,50.0
2685,11322,call,2024-01-13 03:29:22.874071851,0.24,
2686,10402,text,2024-01-13 03:35:53.843846096,,41.0
2687,12709,text,2024-01-13 03:42:24.813620340,,34.0
2688,10440,call,2024-01-13 03:48:55.783394584,01.04,
2689,10576,call,2024-01-13 03:55:26.753168829,0.54,
2690,12426,call,2024-01-13 04:01:57.722943073,01.01,
2691,12721,call,2024-01-13 04:08:28.692717317,13.71,
2692,10561,call,2024-01-13 04:14:59.662491562,7.64,
2693,13743,call,2024-01-13 04:21:30.632265806,12.7,
2694,12356,call,2024-01-13 04:28:01.602040050,11.04,
2695,10988,text,2024-01-13 04:34:32.571814295,,65.0
2696,11493,call,2024-01-13 04:41:03.541588539,2.3,
2697,12098,call,2024-01-13 04:47:34.511362784,7.51,
2698,10275,call,2024-01-13 04:54:05.481137028,11.57,
2699,10859,call,2024-01-13 05:00:36.450911272,6.96,
2700,13628,text,2024-01-13 05:07:07.420685517,,15.0
2701,13505,text,2024-01-13 05:13:38.390459761,,31.0
2702,11403,text,2024-01-13 05:20:09.360234005,,91.0
2703,12162,text,2024-01-13 05:26:40.330008250,,53.0
2704,12907,text,2024-01-13 05:33:11.299782494,,50.0
2705,10135,text,2024-01-13 05:39:42.269556738,,34.0
2706,13438,call,2024-01-13 05:46:13.239330983,0.78,
2707,12068,text,2024-01-13 05:52:44.209105227,,67.0
2708,10529,text,2024-01-13 05:59:15.178879471,,53.0
2709,10361,text,2024-01-13 06:05:46.148653716,,81.0
2710,13342,call,2024-01-13 06:12:17.118427960,17.79,
2711,12953,text,2024-01-13 06:18:48.088202205,,56.0
2712,10218,call,2024-01-13 06:25:19.057976449,0.75,
2713,12366,text,2024-01-13 06:31:50.027750693,,96.0
2714,12513,text,2024-01-13 06:38:20.997524938,,54.0
2715,11427,text,2024-01-13 06:44:51.967299182,,19.0
2716,10120,text,2024-01-13 06:51:22.937073426,,44.0
2717,10061,text,2024-01-13 06:57:53.906847671,,28.0
2718,12021,text,2024-01-13 07:04:24.876621915,,62.0
2719,11120,text,2024-01-13 07:10:55.846396159,,62.0
2720,11005,text,2024-01-13 07:17:26.816170404,,33.0
2721,12810,call,2024-01-13 07:23:57.785944648,0.81,
2722,13507,call,2024-01-13 07:30:28.755718892,4.2,
2723,11437,call,2024-01-13 07:36:59.725493137,0.24,
2724,10898,text,2024-01-13 07:43:30.695267381,,35.0
2725,13200,call,2024-01-13 07:50:01.665041626,1.26,
2726,11269,text,2024-01-13 07:56:32.634815870,,57.0
2727,12057,call,2024-01-13 08:03:03.604590114,2.55,
2728,10816,text,2024-01-13 08:09:34.574364359,,43.0
2729,10576,call,2024-01-13 08:16:05.544138603,11.12,
2730,13055,text,2024-01-13 08:22:36.513912847,,9.0
2731,12806,call,2024-01-13 08:29:07.483687092,29.63,
2732,13488,text,2024-01-13 08:35:38.453461336,,36.0
2733,13962,text,2024-01-13 08:42:09.423235580,,41.0
2734,10348,text,2024-01-13 08:48:40.393009825,,65.0
2735,12466,text,2024-01-13 08:55:11.362784069,,75.0
2736,12212,text,2024-01-13 09:01:42.332558313,,66.0
2737,11202,text,2024-01-13 09:08:13.302332558,,69.0
2738,10053,call,2024-01-13 09:14:44.272106802,3.81,
2739,10318,call,2024-01-13 09:21:15.241881047,1.38,
2740,11069,call,2024-01-13 09:27:46.211655291,0.27,
2741,10429,call,2024-01-13 09:34:17.181429535,5.3,
2742,12424,text,2024-01-13 09:40:48.151203780,,33.0
2743,13249,text,2024-01-13 09:47:19.120978024,,33.0
2744,12566,text,2024-01-13 09:53:50.090752268,,22.0
2745,13667,text,2024-01-13 10:00:21.060526513,,62.0
2746,11151,call,2024-01-13 10:06:52.030300757,6.99,
2747,10956,call,2024-01-13 10:13:23.000075001,0.82,
2748,12538,text,2024-01-13 10:19:53.969849246,,71.0
2749,11749,call,2024-01-13 10:26:24.939623490,4.25,
2750,11257,text,2024-01-13 10:32:55.909397734,,65.0
2751,12059,call,2024-01-13 10:39:26.879171979,4.91,
2752,13657,text,2024-01-13 10:45:57.848946223,,84.0
2753,12597,text,2024-01-13 10:52:28.818720467,,32.0
2754,12910,text,2024-01-13 10:58:59.788494712,,42.0
2755,11511,text,2024-01-13 11:05:30.758268956,,44.0
2756,13732,call,2024-01-13 11:12:01.728043201,16.11,
2757,13478,call,2024-01-13 11:18:32.697817445,8.19,
2758,12526,call,2024-01-13 11:25:03.667591689,0.49,
2759,12987,call,2024-01-13 11:31:34.637365934,1.24,
2760,13755,call,2024-01-13 11:38:05.607140178,5.24,
2761,10989,text,2024-01-13 11:44:36.576914422,,40.0
2762,12261,call,2024-01-13 11:51:07.546688667,4.14,
2763,12796,text,2024-01-13 11:57:38.516462911,,32.0
2764,11044,text,2024-01-13 12:04:09.486237155,,74.0
2765,10872,text,2024-01-13 12:10:40.456011400,,51.0
2766,10467,text,2024-01-13 12:17:11.425785644,,49.0
2767,13931,text,2024-01-13 12:23:42.395559888,,26.0
2768,10742,text,2024-01-13 12:30:13.365334133,,68.0
2769,10444,text,2024-01-13 12:36:44.335108377,,59.0
2770,10719,text,2024-01-13 12:43:15.304882622,,43.0
2771,12934,call,2024-01-13 12:49:46.274656866,01.03,
2772,12258,call,2024-01-13 12:56:17.244431110,1.52,
2773,12711,text,2024-01-13 13:02:48.214205355,,65.0
2774,11272,call,2024-01-13 13:09:19.183979599,2.12,
2775,10106,text,2024-01-13 13:15:50.153753843,,47.0
2776,10670,text,2024-01-13 13:22:21.123528088,,25.0
2777,12564,call,2024-01-13 13:28:52.093302332,1.51,
2778,13536,call,2024-01-13 13:35:23.063076576,3.52,
2779,12752,call,2024-01-13 13:41:54.032850821,0.62,
2780,11700,call,2024-01-13 13:48:25.002625065,5.78,
2781,13677,call,2024-01-13 13:54:55.972399309,1.74,
2782,12335,text,2024-01-13 14:01:26.942173554,,49.0
2783,12015,call,2024-01-13 14:07:57.911947798,1.82,
2784,13777,text,2024-01-13 14:14:28.881722043,,49.0
2785,13873,call,2024-01-13 14:20:59.851496287,10.93,
2786,11771,text,2024-01-13 14:27:30.821270531,,41.0
2787,11052,text,2024-01-13 14:34:01.791044776,,80.0
2788,13189,text,2024-01-13 14:40:32.760819020,,24.0
2789,10132,text,2024-01-13 14:47:03.730593264,,54.0
2790,10157,text,2024-01-13 14:53:34.700367509,,58.0
2791,11642,call,2024-01-13 15:00:05.670141753,3.11,
2792,13244,call,2024-01-13 15:06:36.639915997,05.06,
2793,13729,call,2024-01-13 15:13:07.609690242,3.18,
2794,12381,text,2024-01-13 15:19:38.579464486,,14.0
2795,13492,call,2024-01-13 15:26:09.549238730,5.74,
2796,11802,text,2024-01-13 15:32:40.519012975,,41.0
2797,11283,call,2024-01-13 15:39:11.488787219,11.81,
2798,12928,call,2024-01-13 15:45:42.458561464,3.53,
2799,11581,text,2024-01-13 15:52:13.428335708,,25.0
2800,13963,text,2024-01-13 15:58:44.398109952,,64.0
2801,12946,text,2024-01-13 16:05:15.367884197,,89.0
2802,11844,text,2024-01-13 16:11:46.337658441,,101.0
2803,13735,call,2024-01-13 16:18:17.307432685,1.15,
2804,12913,text,2024-01-13 16:24:48.277206930,,42.0
2805,10135,call,2024-01-13 16:31:19.246981174,1.66,
2806,10215,call,2024-01-13 16:37:50.216755418,1.61,
2807,12511,call,2024-01-13 16:44:21.186529663,4.64,
2808,11669,text,2024-01-13 16:50:52.156303907,,84.0
2809,11876,call,2024-01-13 16:57:23.126078151,0.35,
2810,13295,text,2024-01-13 17:03:54.095852396,,76.0
2811,11766,call,2024-01-13 17:10:25.065626640,1.78,
2812,11877,call,2024-01-13 17:16:56.035400885,4.45,
2813,13566,call,2024-01-13 17:23:27.005175129,5.38,
2814,13784,call,2024-01-13 17:29:57.974949373,4.13,
2815,11041,text,2024-01-13 17:36:28.944723618,,49.0
2816,11227,text,2024-01-13 17:42:59.914497862,,77.0
2817,12181,call,2024-01-13 17:49:30.884272106,0.32,
2818,12394,text,2024-01-13 17:56:01.854046351,,50.0
2819,10107,text,2024-01-13 18:02:32.823820595,,66.0
2820,12470,call,2024-01-13 18:09:03.793594839,1.77,
2821,11902,text,2024-01-13 18:15:34.763369084,,56.0
2822,11536,text,2024-01-13 18:22:05.733143328,,52.0
2823,12062,call,2024-01-13 18:28:36.702917572,3.36,
2824,13725,call,2024-01-13 18:35:07.672691817,4.56,
2825,11528,call,2024-01-13 18:41:38.642466061,0.17,
2826,13660,call,2024-01-13 18:48:09.612240305,2.14,
2827,12551,call,2024-01-13 18:54:40.582014550,2.78,
2828,10852,text,2024-01-13 19:01:11.551788794,,33.0
2829,10173,text,2024-01-13 19:07:42.521563039,,48.0
2830,10110,call,2024-01-13 19:14:13.491337283,3.4,
2831,10116,call,2024-01-13 19:20:44.461111527,4.44,
2832,13112,text,2024-01-13 19:27:15.430885772,,82.0
2833,13953,call,2024-01-13 19:33:46.400660016,120.0,
2834,11029,text,2024-01-13 19:40:17.370434260,,39.0
2835,10275,text,2024-01-13 19:46:48.340208505,,67.0
2836,13139,text,2024-01-13 19:53:19.309982749,,44.0
2837,11831,text,2024-01-13 19:59:50.279756993,,43.0
2838,13986,call,2024-01-13 20:06:21.249531238,0.56,
2839,11514,call,2024-01-13 20:12:52.219305482,4.73,
2840,12663,text,2024-01-13 20:19:23.189079726,,59.0
2841,10126,text,2024-01-13 20:25:54.158853971,,49.0
2842,13657,call,2024-01-13 20:32:25.128628215,0.74,
2843,11148,call,2024-01-13 20:38:56.098402460,6.48,
2844,10836,text,2024-01-13 20:45:27.068176704,,49.0
2845,10257,call,2024-01-13 20:51:58.037950948,3.16,
2846,12398,call,2024-01-13 20:58:29.007725193,3.63,
2847,10811,text,2024-01-13 21:04:59.977499437,,65.0
2848,10308,call,2024-01-13 21:11:30.947273681,0.15,
2849,10723,call,2024-01-13 21:18:01.917047926,14.34,
2850,13320,text,2024-01-13 21:24:32.886822170,,8.0
2851,11541,text,2024-01-13 21:31:03.856596414,,69.0
2852,13114,call,2024-01-13 21:37:34.826370659,8.4,
2853,13836,call,2024-01-13 21:44:05.796144903,0.03,
2854,11426,text,2024-01-13 21:50:36.765919147,,43.0
2855,12193,text,,,64.0
2856,13357,call,2024-01-13 22:03:38.705467636,1.17,
2857,10198,call,2024-01-13 22:10:09.675241881,0.9,
2858,13472,text,2024-01-13 22:16:40.645016125,,46.0
2859,13700,text,2024-01-13 22:23:11.614790369,,57.0
2860,12228,text,2024-01-13 22:29:42.584564614,,52.0
2861,10191,text,2024-01-13 22:36:13.554338858,,54.0
2862,10130,text,2024-01-13 22:42:44.524113102,,75.0
2863,10766,call,2024-01-13 22:49:15.493887347,0.4,
2864,11432,text,2024-01-13 22:55:46.463661591,,94.0
2865,13485,text,2024-01-13 23:02:17.433435835,,89.0
2866,10163,text,2024-01-13 23:08:48.403210080,,39.0
2867,12381,call,2024-01-13 23:15:19.372984324,0.27,
2868,12984,text,2024-01-13 23:21:50.342758568,,31.0
2869,11174,text,2024-01-13 23:28:21.312532813,,58.0
2870,12808,call,2024-01-13 23:34:52.282307057,5.96,
2871,11713,text,2024-01-13 23:41:23.252081302,,39.0
2872,12161,text,2024-01-13 23:47:54.221855546,,37.0
2873,11551,text,2024-01-13 23:54:25.191629790,,100.0
2874,13675,call,2024-01-14 00:00:56.161404035,0.87,
2875,10971,call,2024-01-14 00:07:27.131178279,05.03,
2876,11991,text,2024-01-14 00:13:58.100952523,,49.0
2877,11693,text,2024-01-14 00:20:29.070726768,,33.0
2878,10827,text,2024-01-14 00:27:00.040501012,,61.0
2879,12408,text,2024-01-14 00:33:31.010275256,,47.0
2880,12236,call,2024-01-14 00:40:01.980049501,8.36,
2881,13825,text,2024-01-14 00:46:32.949823745,,17.0
2882,10229,text,2024-01-14 00:53:03.919597989,,45.0
2883,12797,text,2024-01-14 00:59:34.889372234,,74.0
2884,10773,text,2024-01-14 01:06:05.859146478,,41.0
2885,12342,text,2024-01-14 01:12:36.828920723,,51.0
2886,10516,text,2024-01-14 01:19:07.798694967,,57.0
2887,13842,call,2024-01-14 01:25:38.768469211,0.01,
2888,10073,call,2024-01-14 01:32:09.738243456,7.93,
2889,13101,call,2024-01-14 01:38:40.708017700,0.69,
2890,12383,text,2024-01-14 01:45:11.677791944,,63.0
2891,13338,call,2024-01-14 01:51:42.647566189,1.33,
2892,12690,text,2024-01-14 01:58:13.617340433,,77.0
2893,10014,text,2024-01-14 02:04:44.587114677,,55.0
2894,13499,text,2024-01-14 02:11:15.556888922,,65.0
2895,11589,call,2024-01-14 02:17:46.526663166,120.0,
2896,13712,text,2024-01-14 02:24:17.496437410,,70.0
2897,11036,text,2024-01-14 02:30:48.466211655,,28.0
2898,12622,text,2024-01-14 02:37:19.435985899,,47.0
2899,13951,text,2024-01-14 02:43:50.405760144,,69.0
2900,11335,text,2024-01-14 02:50:21.375534388,,50.0
2901,11318,text,2024-01-14 02:56:52.345308632,,32.0
2902,13941,text,2024-01-14 03:03:23.315082877,,45.0
2903,13138,text,2024-01-14 03:09:54.284857121,,51.0
2904,13997,text,2024-01-14 03:16:25.254631365,,19.0
2905,11643,text,2024-01-14 03:22:56.224405610,,82.0
2906,12472,text,2024-01-14 03:29:27.194179854,,26.0
2907,13161,call,2024-01-14 03:35:58.163954098,1.99,
2908,10394,text,2024-01-14 03:42:29.133728343,,82.0
2909,11477,call,2024-01-14 03:49:00.103502587,14.25,
2910,11611,text,2024-01-14 03:55:31.073276831,,66.0
2911,12677,text,2024-01-14 04:02:02.043051076,,64.0
2912,11621,text,2024-01-14 04:08:33.012825320,,49.0
2913,10789,call,2024-01-14 04:15:03.982599565,0.1,
2914,10677,text,2024-01-14 04:21:34.952373809,,63.0
2915,10523,text,2024-01-14 04:28:05.922148053,,58.0
2916,13491,text,2024-01-14 04:34:36.891922298,,84.0
2917,12865,text,2024-01-14 04:41:07.861696542,,65.0
2918,11296,call,2024-01-14 04:47:38.831470786,0.3,
2919,11255,text,2024-01-14 04:54:09.801245031,,28.0
2920,11695,text,2024-01-14 05:00:40.771019275,,50.0
2921,10172,call,2024-01-14 05:07:11.740793519,11.96,
2922,11956,call,2024-01-14 05:13:42.710567764,0.11,
2923,10706,text,2024-01-14 05:20:13.680342008,,47.0
2924,11816,call,2024-01-14 05:26:44.650116252,3.71,
2925,13154,text,2024-01-14 05:33:15.619890497,,69.0
2926,13940,call,2024-01-14 05:39:46.589664741,1.45,
2927,13697,text,2024-01-14 05:46:17.559438986,,82.0
2928,13173,text,2024-01-14 05:52:48.529213230,,37.0
2929,12152,text,2024-01-14 05:59:19.498987474,,42.0
2930,12864,text,2024-01-14 06:05:50.468761719,,64.0
2931,11066,text,2024-01-14 06:12:21.438535963,,99.0
2932,13310,text,2024-01-14 06:18:52.408310207,,54.0
2933,12322,text,2024-01-14 06:25:23.378084452,,28.0
2934,12895,text,2024-01-14 06:31:54.347858696,,5.0
2935,11817,call,2024-01-14 06:38:25.317632940,10.73,
2936,10096,text,2024-01-14 06:44:56.287407185,,36.0
2937,10014,call,2024-01-14 06:51:27.257181429,5.17,
2938,13380,text,2024-01-14 06:57:58.226955673,,22.0
2939,10228,call,2024-01-14 07:04:29.196729918,1.34,
2940,12579,call,2024-01-14 07:11:00.166504162,4.22,
2941,11668,call,2024-01-14 07:17:31.136278406,14.72,
2942,12879,call,2024-01-14 07:24:02.106052651,4.69,
2943,10431,call,2024-01-14 07:30:33.075826895,10.43,
2944,10935,text,2024-01-14 07:37:04.045601140,,66.0
2945,12045,text,2024-01-14 07:43:35.015375384,,52.0
2946,11815,call,2024-01-14 07:50:05.985149628,1.25,
2947,10837,call,2024-01-14 07:56:36.954923873,3.33,
2948,10907,text,2024-01-14 08:03:07.924698117,,44.0
2949,10639,call,2024-01-14 08:09:38.894472361,5.4,
2950,11795,text,2024-01-14 08:16:09.864246606,,55.0
2951,10623,call,2024-01-14 08:22:40.834020850,5.51,
2952,12730,text,2024-01-14 08:29:11.803795094,,40.0
2953,13763,call,2024-01-14 08:35:42.773569339,13.37,
2954,11006,call,2024-01-14 08:42:13.743343583,13.23,
2955,11428,text,2024-01-14 08:48:44.713117827,,28.0
2956,11732,call,2024-01-14 08:55:15.682892072,01.09,
2957,11420,text,2024-01-14 09:01:46.652666316,,63.0
2958,10257,text,2024-01-14 09:08:17.622440561,,26.0
2959,10363,text,2024-01-14 09:14:48.592214805,,43.0
2960,13205,text,2024-01-14 09:21:19.561989049,,49.0
2961,13164,call,2024-01-14 09:27:50.531763294,9.68,
2962,13734,text,2024-01-14 09:34:21.501537538,,38.0
2963,13554,call,2024-01-14 09:40:52.471311782,1.32,
2964,10329,text,2024-01-14 09:47:23.441086027,,66.0
2965,11491,text,2024-01-14 09:53:54.410860271,,96.0
2966,10344,text,2024-01-14 10:00:25.380634515,,65.0
2967,10675,call,2024-01-14 10:06:56.350408760,5.38,
2968,13593,text,2024-01-14 10:13:27.320183004,,63.0
2969,12458,text,2024-01-14 10:19:58.289957248,,31.0
2970,13462,text,2024-01-14 10:26:29.259731493,,53.0
2971,12609,text,2024-01-14 10:33:00.229505737,,46.0
2972,12836,call,2024-01-14 10:39:31.199279982,0.57,
2973,10085,text,2024-01-14 10:46:02.169054226,120.0,68.0
2974,12093,text,2024-01-14 10:52:33.138828470,,36.0
2975,13025,call,2024-01-14 10:59:04.108602715,08.04,
2976,11536,call,2024-01-14 11:05:35.078376959,1.33,
2977,12392,text,2024-01-14 11:12:06.048151203,,71.0
2978,12486,text,2024-01-14 11:18:37.017925448,,58.0
2979,10247,call,2024-01-14 11:25:07.987699692,6.25,
2980,12100,text,2024-01-14 11:31:38.957473936,,47.0
2981,13476,text,2024-01-14 11:38:09.927248181,,66.0
2982,11136,text,2024-01-14 11:44:40.897022425,,62.0
2983,10989,call,2024-01-14 11:51:11.866796669,1.19,
2984,11439,text,2024-01-14 11:57:42.836570914,,32.0
2985,13042,call,2024-01-14 12:04:13.806345158,0.34,
2986,10238,text,2024-01-14 12:10:44.776119403,,58.0
2987,10013,call,2024-01-14 12:17:15.745893647,6.42,
2988,13878,text,2024-01-14 12:23:46.715667891,,62.0
2989,13709,call,2024-01-14 12:30:17.685442136,0.53,
2990,11321,text,2024-01-14 12:36:48.655216380,,62.0
2991,12840,text,2024-01-14 12:43:19.624990624,,37.0
2992,13484,call,2024-01-14 12:49:50.594764869,3.32,
2993,10764,call,2024-01-14 12:56:21.564539113,2.27,
2994,12023,call,2024-01-14 13:02:52.534313357,1.4,
